,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
528,528,528,528,529,0,3,"Salonen, Mr. Johan Werner",0,0.7407108753870755,-0.4745451962498395,-0.4736736092984604,3101296,-0.4888542575852486,,S
531,531,531,531,532,0,3,"Toufik, Mr. Nakli",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,2641,-0.5028639729296732,,C
534,534,534,534,535,0,3,"Cacic, Miss. Marija",1,0.0490622854954548,-0.4745451962498395,-0.4736736092984604,315084,-0.4740049257851434,,S
536,536,536,536,537,0,1,"Butt, Major. Archibald Willingham",0,1.2018099353148226,-0.4745451962498395,-0.4736736092984604,113050,-0.1138457087351363,B38,S
538,538,538,538,539,0,3,"Risien, Mr. Samuel Beard",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,364498,-0.356468689333464,,S
543,543,543,543,544,1,2,"Beane, Mr. Edward",0,0.2027619721380371,0.4327933656785018,-0.4736736092984604,2908,-0.1249197866877571,,S
546,546,546,546,547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",1,-0.7962859910387481,0.4327933656785018,-0.4736736092984604,2908,-0.1249197866877571,,S
547,547,547,547,548,1,2,"Padro y Manent, Mr. Julian",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,SC/PARIS 2146,-0.3693045524149108,,C
551,551,551,551,552,0,2,"Sharp, Mr. Percival James R",0,-0.1814872444684187,-0.4745451962498395,-0.4736736092984604,244358,-0.1249197866877571,,S
552,552,552,552,553,0,3,"O'Brien, Mr. Timothy",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,330979,-0.4907831606177232,,Q
553,553,553,553,554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",0,-0.5657364610748746,-0.4745451962498395,-0.4736736092984604,2620,-0.5029485386158568,,C
554,554,554,554,555,1,3,"Ohman, Miss. Velin",1,-0.5657364610748746,-0.4745451962498395,-0.4736736092984604,347085,-0.4918744606632361,,S
556,556,556,556,557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,1.432359465278696,0.4327933656785018,-0.4736736092984604,11755,0.1489119590497745,A16,C
559,559,559,559,560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1,0.5101613454232019,0.4327933656785018,-0.4736736092984604,345572,-0.2980780964923727,,S
560,560,560,560,561,0,3,"Morrow, Mr. Thomas Rowan",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,372622,-0.4923778278429006,,Q
561,561,561,561,562,0,3,"Sivic, Mr. Husein",0,0.8175607187083667,-0.4745451962498395,-0.4736736092984604,349251,-0.4894421904510968,,S
562,562,562,562,563,0,2,"Norman, Mr. Robert Douglas",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,218629,-0.3766033765200472,,S
563,563,563,563,564,0,3,"Simmons, Mr. John",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,SOTON/OQ 392082,-0.4863374216869257,,S
564,564,564,564,565,0,3,"Meanwell, Miss. (Marion Ogden)",1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,SOTON/O.Q. 392087,-0.4863374216869257,,S
565,565,565,565,566,0,3,"Davies, Mr. Alfred J",0,-0.4120367744322922,1.340131927606843,-0.4736736092984604,A/4 48871,-0.1621689579829361,,S
566,566,566,566,567,0,3,"Stoytcheff, Mr. Ilia",0,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,349205,-0.4894421904510968,,S
568,568,568,568,569,0,3,"Doharr, Mr. Tannous",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,2686,-0.5028639729296732,,C
569,569,569,569,570,1,3,"Jonsson, Mr. Carl",0,0.2027619721380371,-0.4745451962498395,-0.4736736092984604,350417,-0.4902797934380587,,S
571,571,571,571,572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",1,1.816608681885152,1.340131927606843,-0.4736736092984604,11769,0.3880959350766336,C101,S
572,572,572,572,573,1,1,"Flynn, Mr. John Irwin (""Irving"")",0,0.5101613454232019,-0.4745451962498395,-0.4736736092984604,PC 17474,-0.1171175954029561,E25,S
573,573,573,573,574,1,3,"Kelly, Miss. Mary",1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,14312,-0.4923778278429006,,Q
574,574,574,574,575,0,3,"Rush, Mr. Alfred George John",0,-1.0268355210026217,-0.4745451962498395,-0.4736736092984604,A/4. 20589,-0.4863374216869257,,S
575,575,575,575,576,0,3,"Patchett, Mr. George",0,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,358585,-0.356468689333464,,S
576,576,576,576,577,1,2,"Garside, Miss. Ethel",1,0.3564616587806195,-0.4745451962498395,-0.4736736092984604,243880,-0.3866707201133388,,S
577,577,577,577,578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",1,0.7407108753870755,0.4327933656785018,-0.4736736092984604,13507,0.4771073601910807,E44,S
578,578,578,578,579,0,3,"Caram, Mrs. Joseph (Maria Elias)",1,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,2689,-0.3573083057891445,,C
579,579,579,579,580,1,3,"Jussila, Mr. Eiriik",0,0.2027619721380371,-0.4745451962498395,-0.4736736092984604,STON/O 2. 3101286,-0.4888542575852486,,S
582,582,582,582,583,0,2,"Downton, Mr. William James",0,1.893458525206443,-0.4745451962498395,-0.4736736092984604,28403,-0.1249197866877571,,S
583,583,583,583,584,0,1,"Ross, Mr. John Hugo",0,0.5101613454232019,-0.4745451962498395,-0.4736736092984604,13049,0.1594826698227306,A10,C
584,584,584,584,585,0,3,"Paulner, Mr. Uscher",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,3411,-0.4729981914258143,,C
586,586,586,586,587,0,2,"Jarvis, Mr. John Denzil",0,1.3555096219574048,-0.4745451962498395,-0.4736736092984604,237565,-0.3464013457401724,,S
588,588,588,588,589,0,3,"Gilinski, Mr. Eliezer",0,-0.5657364610748746,-0.4745451962498395,-0.4736736092984604,14973,-0.4863374216869257,,S
589,589,589,589,590,0,3,"Murdlin, Mr. Joseph",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,A./5. 3235,-0.4863374216869257,,S
590,590,590,590,591,0,3,"Rintamaki, Mr. Matti",0,0.4333115021019107,-0.4745451962498395,-0.4736736092984604,STON/O 2. 3101273,-0.5049620073345151,,S
592,592,592,592,593,0,3,"Elsbury, Mr. William James",0,1.3555096219574048,-0.4745451962498395,-0.4736736092984604,A/5 3902,-0.5024451714361923,,S
594,594,594,594,595,0,2,"Chapman, Mr. John Henry",0,0.5870111887444931,0.4327933656785018,-0.4736736092984604,SC/AH 29037,-0.1249197866877571,,S
596,596,596,596,597,1,2,"Leitch, Miss. Jessie Wills",1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,248727,0.0160230236183252,,S
597,597,597,597,598,0,3,"Johnson, Mr. Alfred",0,1.5092093085999871,-0.4745451962498395,-0.4736736092984604,LINE,-0.6484216535389205,,S
598,598,598,598,599,0,3,"Boulos, Mr. Hanna",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,2664,-0.5029485386158568,,C
599,599,599,599,600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",0,1.5092093085999871,0.4327933656785018,-0.4736736092984604,PC 17485,0.4978299802435121,A20,C
601,601,601,601,602,0,3,"Slabenoff, Mr. Petco",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,349214,-0.4894421904510968,,S
602,602,602,602,603,0,1,"Harrington, Mr. Charles H",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,113796,0.2052890831722074,,S
603,603,603,603,604,0,3,"Torber, Mr. Ernst William",0,1.1249600919935314,-0.4745451962498395,-0.4736736092984604,364511,-0.4863374216869257,,S
604,604,604,604,605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",0,0.4333115021019107,-0.4745451962498395,-0.4736736092984604,111426,-0.1138457087351363,,C
605,605,605,605,606,0,3,"Lindell, Mr. Edvard Bengtsson",0,0.5101613454232019,0.4327933656785018,-0.4736736092984604,349910,-0.3353272677875516,,S
606,606,606,606,607,0,3,"Karaic, Mr. Milan",0,0.0490622854954548,-0.4745451962498395,-0.4736736092984604,349246,-0.4894421904510968,,S
607,607,607,607,608,1,1,"Daniel, Mr. Robert Williams",0,-0.1814872444684187,-0.4745451962498395,-0.4736736092984604,113804,-0.0343136943481327,,S
611,611,611,611,612,0,3,"Jardin, Mr. Jose Neto",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,SOTON/O.Q. 3101305,-0.5064721088735089,,S
612,612,612,612,613,1,3,"Murphy, Miss. Margaret Jane",1,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,367230,-0.3363340021468808,,Q
613,613,613,613,614,0,3,"Horgan, Mr. John",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,370377,-0.4923778278429006,,Q
614,614,614,614,615,0,3,"Brocklebank, Mr. William Alfred",0,0.4333115021019107,-0.4745451962498395,-0.4736736092984604,364512,-0.4863374216869257,,S
617,617,617,617,618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",1,-0.2583370877897099,0.4327933656785018,-0.4736736092984604,A/5. 3336,-0.3242531898349308,,S
619,619,619,619,620,0,2,"Gavey, Mr. Lawrence",0,-0.2583370877897099,-0.4745451962498395,-0.4736736092984604,31028,-0.4370074380797968,,S
620,620,620,620,621,0,3,"Yasbeck, Mr. Antoni",0,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,2659,-0.3573908580066095,,C
621,621,621,621,622,1,1,"Kimball, Mr. Edwin Nelson Jr",0,0.9712604053509488,0.4327933656785018,-0.4736736092984604,11753,0.4097407238022106,D19,S
623,623,623,623,624,0,3,"Hansen, Mr. Henry Damsgaard",0,-0.6425863043961658,-0.4745451962498395,-0.4736736092984604,350029,-0.4902797934380587,,S
624,624,624,624,625,0,3,"Bowen, Mr. David John ""Dai""",0,-0.6425863043961658,-0.4745451962498395,-0.4736736092984604,54636,-0.3242531898349308,,S
628,628,628,628,629,0,3,"Bostandyeff, Mr. Guentcho",0,-0.2583370877897099,-0.4745451962498395,-0.4736736092984604,349224,-0.4894421904510968,,S
629,629,629,629,630,0,3,"O'Connell, Mr. Patrick D",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,334912,-0.4927140771189165,,Q
631,631,631,631,632,0,3,"Lundahl, Mr. Johan Svensson",0,1.6629089952425695,-0.4745451962498395,-0.4736736092984604,347743,-0.5063875431873253,,S
632,632,632,632,633,1,1,"Stahelin-Maeglin, Dr. Max",0,0.2027619721380371,-0.4745451962498395,-0.4736736092984604,13214,-0.0343136943481327,B50,C
633,633,633,633,634,0,1,"Parr, Mr. William Henry Marsh",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,112052,-0.6484216535389205,,S
635,635,635,635,636,1,2,"Davis, Miss. Mary",1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,237668,-0.3866707201133388,,S
636,636,636,636,637,0,3,"Leinonen, Mr. Antti Gustaf",0,0.2027619721380371,-0.4745451962498395,-0.4736736092984604,STON/O 2. 3101292,-0.4888542575852486,,S
639,639,639,639,640,0,3,"Thorneycroft, Mr. Percival",0,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,376564,-0.3242531898349308,,S
640,640,640,640,641,0,3,"Jensen, Mr. Hans Peder",0,-0.719436147717457,-0.4745451962498395,-0.4736736092984604,350050,-0.4902797934380587,,S
643,643,643,643,644,1,3,"Foo, Mr. Choong",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,1601,0.489103606816847,,S
646,646,646,646,647,0,3,"Cor, Mr. Liudevit",0,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,349231,-0.4894421904510968,,S
648,648,648,648,649,0,3,"Willey, Mr. Edward",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,S.O./P.P. 751,-0.4964047652802172,,S
649,649,649,649,650,1,3,"Stanley, Miss. Amy Zillah Elsie",1,-0.4888866177535834,-0.4745451962498395,-0.4736736092984604,CA. 2314,-0.4964047652802172,,S
650,650,650,650,651,0,3,"Mitkoff, Mr. Mito",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,349221,-0.4894421904510968,,S
652,652,652,652,653,0,3,"Kalvik, Mr. Johannes Halvorsen",0,-0.6425863043961658,-0.4745451962498395,-0.4736736092984604,8475,-0.4786197960883083,,S
653,653,653,653,654,1,3,"O'Leary, Miss. Hanora ""Norah""",1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,330919,-0.4907831606177232,,Q
654,654,654,654,655,0,3,"Hegarty, Miss. Hanora ""Nora""",1,-0.8731358343600393,-0.4745451962498395,-0.4736736092984604,365226,-0.5125125150294839,,Q
656,656,656,656,657,0,3,"Radeff, Mr. Alexander",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,349223,-0.4894421904510968,,S
658,658,658,658,659,0,2,"Eitemiller, Mr. George Floyd",0,-0.4888866177535834,-0.4745451962498395,-0.4736736092984604,29751,-0.3866707201133388,,S
661,661,661,661,662,0,3,"Badt, Mr. Mohamed",0,0.8175607187083667,-0.4745451962498395,-0.4736736092984604,2623,-0.5029485386158568,,C
662,662,662,662,663,0,1,"Colley, Mr. Edward Pomeroy",0,1.3555096219574048,-0.4745451962498395,-0.4736736092984604,5727,-0.1332253451522227,E58,S
663,663,663,663,664,0,3,"Coleff, Mr. Peju",0,0.5101613454232019,-0.4745451962498395,-0.4736736092984604,349210,-0.4974960653257301,,S
664,664,664,664,665,1,3,"Lindqvist, Mr. Eino William",0,-0.719436147717457,0.4327933656785018,-0.4736736092984604,STON/O 2. 3101285,-0.4888542575852486,,S
666,666,666,666,667,0,2,"Butler, Mr. Reginald Fenton",0,-0.335186931111001,-0.4745451962498395,-0.4736736092984604,234686,-0.3866707201133388,,S
667,667,667,667,668,0,3,"Rommetvedt, Mr. Knud Paust",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,312993,-0.4918744606632361,,S
668,668,668,668,669,0,3,"Cook, Mr. Jacob",0,1.0481102486722402,-0.4745451962498395,-0.4736736092984604,A/5 3536,-0.4863374216869257,,S
669,669,669,669,670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,19996,0.3985820801634062,C126,S
671,671,671,671,672,0,1,"Davidson, Mr. Thornton",0,0.125912128816746,0.4327933656785018,-0.4736736092984604,F.C. 12750,0.3985820801634062,B71,S
673,673,673,673,674,1,2,"Wilhelms, Mr. Charles",0,0.125912128816746,-0.4745451962498395,-0.4736736092984604,244270,-0.3866707201133388,,S
674,674,674,674,675,0,2,"Watson, Mr. Ennis Hastings",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,239856,-0.6484216535389205,,S
675,675,675,675,676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",0,-0.8731358343600393,-0.4745451962498395,-0.4736736092984604,349912,-0.4918744606632361,,S
676,676,676,676,677,0,3,"Sawyer, Mr. Frederick Charles",0,-0.3736118527716466,-0.4745451962498395,-0.4736736092984604,342826,-0.4863374216869257,,S
677,677,677,677,678,1,3,"Turja, Miss. Anna Sofia",1,-0.8731358343600393,-0.4745451962498395,-0.4736736092984604,4138,-0.4502621026547245,,S
680,680,680,680,681,0,3,"Peters, Miss. Katie",1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,330935,-0.4845756365580996,,Q
682,682,682,682,683,0,3,"Olsvigen, Mr. Thor Anderson",0,-0.719436147717457,-0.4745451962498395,-0.4736736092984604,6563,-0.4626791642426904,,S
687,687,687,687,688,0,3,"Dakic, Mr. Branko",0,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,349228,-0.44363577710162,,S
688,688,688,688,689,0,3,"Fischer, Mr. Eberhard Thelander",0,-0.8731358343600393,-0.4745451962498395,-0.4736736092984604,350036,-0.4914556591697551,,S
690,690,690,690,691,1,1,"Dick, Mr. Albert Adrian",0,0.125912128816746,0.4327933656785018,-0.4736736092984604,17474,0.4992555160963222,B20,S
692,692,692,692,693,1,3,"Lam, Mr. Ali",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,1601,0.489103606816847,,S
693,693,693,693,694,0,3,"Saad, Mr. Khalil",0,-0.335186931111001,-0.4745451962498395,-0.4736736092984604,2672,-0.5029485386158568,,C
695,695,695,695,696,0,2,"Chapman, Mr. Charles Henry",0,1.7397588385638607,-0.4745451962498395,-0.4736736092984604,248731,-0.3766033765200472,,S
696,696,696,696,697,0,3,"Kelly, Mr. James",0,1.1249600919935314,-0.4745451962498395,-0.4736736092984604,363592,-0.4863374216869257,,S
697,697,697,697,698,1,3,"Mullens, Miss. Katherine ""Katie""",1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,35852,-0.4927140771189165,,Q
699,699,699,699,700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,0.9712604053509488,-0.4745451962498395,-0.4736736092984604,348121,-0.494391296561559,F G63,S
701,701,701,701,702,1,1,"Silverthorne, Mr. Spencer Victor",0,0.4333115021019107,-0.4745451962498395,-0.4736736092984604,PC 17475,-0.1191310641216144,E24,S
703,703,703,703,704,0,3,"Gallagher, Mr. Martin",0,-0.335186931111001,-0.4745451962498395,-0.4736736092984604,36864,-0.4925449457465493,,Q
704,704,704,704,705,0,3,"Hansen, Mr. Henrik Juul",0,-0.2583370877897099,0.4327933656785018,-0.4736736092984604,350025,-0.4902797934380587,,S
705,705,705,705,706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,0.7407108753870755,-0.4745451962498395,-0.4736736092984604,250655,-0.1249197866877571,,S
706,706,706,706,707,1,2,"Kelly, Mrs. Florence ""Fannie""",1,1.2018099353148226,-0.4745451962498395,-0.4736736092984604,223596,-0.3766033765200472,,S
707,707,707,707,708,1,1,"Calderhead, Mr. Edward Pennington",0,0.9712604053509488,-0.4745451962498395,-0.4736736092984604,PC 17476,-0.1191310641216144,E24,S
710,710,710,710,711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,-0.4120367744322922,-0.4745451962498395,-0.4736736092984604,PC 17482,0.3483299278831318,C90,C
711,711,711,711,712,0,1,"Klaber, Mr. Herman",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,113028,-0.1138457087351363,C124,S
712,712,712,712,713,1,1,"Taylor, Mr. Elmer Zebley",0,1.432359465278696,0.4327933656785018,-0.4736736092984604,19996,0.3985820801634062,C126,S
713,713,713,713,714,0,3,"Larsson, Mr. August Viktor",0,-0.0277875578258363,-0.4745451962498395,-0.4736736092984604,7545,-0.457478374542396,,S
714,714,714,714,715,0,2,"Greenberg, Mr. Samuel",0,1.7397588385638607,-0.4745451962498395,-0.4736736092984604,250647,-0.3866707201133388,,S
715,715,715,715,716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,-0.7962859910387481,-0.4745451962498395,-0.4736736092984604,348124,-0.494391296561559,F G73,S
717,717,717,717,718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",1,-0.1814872444684187,-0.4745451962498395,-0.4736736092984604,34218,-0.4370074380797968,E101,S
718,718,718,718,719,0,3,"McEvoy, Mr. Michael",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,36568,-0.3363340021468808,,Q
719,719,719,719,720,0,3,"Johnson, Mr. Malkolm Joackim",0,0.2796118154593283,-0.4745451962498395,-0.4736736092984604,347062,-0.4918744606632361,,S
721,721,721,721,722,0,3,"Jensen, Mr. Svend Lauritz",0,-0.9499856776813304,0.4327933656785018,-0.4736736092984604,350048,-0.5063875431873253,,S
722,722,722,722,723,0,2,"Gillespie, Mr. William Henry",0,0.3564616587806195,-0.4745451962498395,-0.4736736092984604,12233,-0.3866707201133388,,S
723,723,723,723,724,0,2,"Hodges, Mr. Henry Price",0,1.5860591519212783,-0.4745451962498395,-0.4736736092984604,250643,-0.3866707201133388,,S
724,724,724,724,725,1,1,"Chambers, Mr. Norman Campbell",0,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,113806,0.4207302360686478,E8,S
725,725,725,725,726,0,3,"Oreskovic, Mr. Luka",0,-0.719436147717457,-0.4745451962498395,-0.4736736092984604,315094,-0.4740049257851434,,S
727,727,727,727,728,1,3,"Mannion, Miss. Margareth",1,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,36866,-0.4926295114327329,,Q
728,728,728,728,729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",0,-0.335186931111001,0.4327933656785018,-0.4736736092984604,236853,-0.1249197866877571,,S
729,729,729,729,730,0,3,"Ilmakangas, Miss. Pieta Sofia",1,-0.335186931111001,0.4327933656785018,-0.4736736092984604,STON/O2. 3101271,-0.4888542575852486,,S
731,731,731,731,732,0,3,"Hassan, Mr. Houssein G N",0,-1.4110847376090776,-0.4745451962498395,-0.4736736092984604,2699,-0.2701412180209885,,C
732,732,732,732,733,0,2,"Knight, Mr. Robert J",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,239855,-0.6484216535389205,,S
733,733,733,733,734,0,2,"Berriman, Mr. William John",0,-0.4888866177535834,-0.4745451962498395,-0.4736736092984604,28425,-0.3866707201133388,,S
734,734,734,734,735,0,2,"Troupiansky, Mr. Moses Aaron",0,-0.4888866177535834,-0.4745451962498395,-0.4736736092984604,233639,-0.3866707201133388,,S
735,735,735,735,736,0,3,"Williams, Mr. Leslie",0,-0.0662124794864819,-0.4745451962498395,-0.4736736092984604,54636,-0.3242531898349308,,S
738,738,738,738,739,0,3,"Ivanoff, Mr. Kanio",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,349201,-0.4894421904510968,,S
739,739,739,739,740,0,3,"Nankoff, Mr. Minko",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,349218,-0.4894421904510968,,S
740,740,740,740,741,1,1,"Hawksford, Mr. Walter James",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,16988,-0.0443810379414243,D45,S
743,743,743,743,744,0,3,"McNamee, Mr. Neal",0,-0.4120367744322922,0.4327933656785018,-0.4736736092984604,376566,-0.3242531898349308,,S
744,744,744,744,745,1,3,"Stranden, Mr. Juho",0,0.125912128816746,-0.4745451962498395,-0.4736736092984604,STON/O 2. 3101288,-0.4888542575852486,,S
747,747,747,747,748,1,2,"Sinkkonen, Miss. Anna",1,0.0490622854954548,-0.4745451962498395,-0.4736736092984604,250648,-0.3866707201133388,,S
748,748,748,748,749,0,1,"Marvin, Mr. Daniel Warner",0,-0.7962859910387481,0.4327933656785018,-0.4736736092984604,113773,0.4207302360686478,D30,S
749,749,749,749,750,0,3,"Connaghton, Mr. Michael",0,0.125912128816746,-0.4745451962498395,-0.4736736092984604,335097,-0.4923778278429006,,Q
752,752,752,752,753,0,3,"Vande Velde, Mr. Johannes Joseph",0,0.2796118154593283,-0.4745451962498395,-0.4736736092984604,345780,-0.45714212526638,,S
753,753,753,753,754,0,3,"Jonkoff, Mr. Lalio",0,-0.4888866177535834,-0.4745451962498395,-0.4736736092984604,349204,-0.4894421904510968,,S
756,756,756,756,757,0,3,"Carlsson, Mr. August Sigfrid",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,350042,-0.4914556591697551,,S
757,757,757,757,758,0,2,"Bailey, Mr. Percy Andrew",0,-0.8731358343600393,-0.4745451962498395,-0.4736736092984604,29108,-0.4168727508932136,,S
758,758,758,758,759,0,3,"Theobald, Mr. Thomas Leonard",0,0.3564616587806195,-0.4745451962498395,-0.4736736092984604,363294,-0.4863374216869257,,S
760,760,760,760,761,0,3,"Garfirth, Mr. John",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,358585,-0.356468689333464,,S
761,761,761,761,762,0,3,"Nirva, Mr. Iisakki Antino Aijo",0,0.8944105620296577,-0.4745451962498395,-0.4736736092984604,SOTON/O2 3101272,-0.5049620073345151,,S
762,762,762,762,763,1,3,"Barah, Mr. Hanna Assi",0,-0.719436147717457,-0.4745451962498395,-0.4736736092984604,2663,-0.5028639729296732,,C
764,764,764,764,765,0,3,"Eklund, Mr. Hans Linus",0,-1.0268355210026217,-0.4745451962498395,-0.4736736092984604,347074,-0.4918744606632361,,S
766,766,766,766,767,0,1,"Brewe, Dr. Arthur Jackson",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,112379,0.1489119590497745,,C
767,767,767,767,768,0,3,"Mangan, Miss. Mary",1,0.0874872071561004,-0.4745451962498395,-0.4736736092984604,364850,-0.4923778278429006,,Q
768,768,768,768,769,0,3,"Moran, Mr. Daniel J",0,-0.1046374011471275,0.4327933656785018,-0.4736736092984604,371110,-0.1621689579829361,,Q
769,769,769,769,770,0,3,"Gronnestad, Mr. Daniel Danielsen",0,0.2027619721380371,-0.4745451962498395,-0.4736736092984604,8471,-0.4800453319411184,,S
770,770,770,770,771,0,3,"Lievens, Mr. Rene Aime",0,-0.4120367744322922,-0.4745451962498395,-0.4736736092984604,345781,-0.45714212526638,,S
771,771,771,771,772,0,3,"Jensen, Mr. Niels Peder",0,1.432359465278696,-0.4745451962498395,-0.4736736092984604,350047,-0.4902797934380587,,S
773,773,773,773,774,0,3,"Elias, Mr. Dibo",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,2674,-0.5029485386158568,,C
775,775,775,775,776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,-0.8731358343600393,-0.4745451962498395,-0.4736736092984604,347078,-0.4923778278429006,,S
776,776,776,776,777,0,3,"Tobin, Mr. Roger",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,383121,-0.4923778278429006,F38,Q
777,777,777,777,778,1,3,"Emanuel, Miss. Virginia Ethel",1,-1.8721837975368247,-0.4745451962498395,-0.4736736092984604,364516,-0.397241430886295,,S
778,778,778,778,779,0,3,"Kilgannon, Mr. Thomas J",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,36865,-0.4926295114327329,,Q
780,780,780,780,781,1,3,"Ayoub, Miss. Banoura",1,-1.2573850509664952,-0.4745451962498395,-0.4736736092984604,2687,-0.5028639729296732,,C
781,781,781,781,782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,-0.9499856776813304,0.4327933656785018,-0.4736736092984604,17474,0.4992555160963222,B20,S
782,782,782,782,783,0,1,"Long, Mr. Milton Clyde",0,-0.0277875578258363,-0.4745451962498395,-0.4736736092984604,113501,-0.0443810379414243,D6,S
784,784,784,784,785,0,3,"Ali, Mr. William",0,-0.335186931111001,-0.4745451962498395,-0.4736736092984604,SOTON/O.Q. 3101312,-0.5064721088735089,,S
785,785,785,785,786,0,3,"Harmer, Mr. Abraham (David Lishin)",0,-0.335186931111001,-0.4745451962498395,-0.4736736092984604,374887,-0.5024451714361923,,S
786,786,786,786,787,1,3,"Sjoblom, Miss. Anna Sofia",1,-0.8731358343600393,-0.4745451962498395,-0.4736736092984604,3101265,-0.4974960653257301,,S
790,790,790,790,791,0,3,"Keane, Mr. Andrew ""Andy""",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,12460,-0.4923778278429006,,Q
791,791,791,791,792,0,2,"Gaskell, Mr. Alfred",0,-1.0268355210026217,-0.4745451962498395,-0.4736736092984604,239865,-0.1249197866877571,,S
793,793,793,793,794,0,1,"Hoyt, Mr. William Fisher",0,-0.1046374011471275,-0.4745451962498395,-0.4736736092984604,PC 17600,-0.0303713225969997,,C
794,794,794,794,795,0,3,"Dantcheff, Mr. Ristiu",0,-0.335186931111001,-0.4745451962498395,-0.4736736092984604,349203,-0.4894421904510968,,S
